sale_id,date_id,customer_id,product_id,store_id,employee_id,promotion_id,quantity,sales_amount,cost,discount,profit,payment_method,delivery_days,returned,review_rating
39,143,25,196,1,79,19,2,2224.9,1234.75,117.1,990.15,Online,6,0,4
40,661,673,219,11,113,8,3,316.2,193.15,55.8,123.05,Online,10,0,2
41,795,933,40,10,139,12,5,11249.75,7543.01,1985.25,3706.74,Cash,5,0,5
42,166,472,146,9,17,1,2,3130.0,1938.71,0.0,1191.29,Cash,6,0,4
43,1007,1836,169,3,127,5,1,1475.1,1066.74,163.9,408.36,Online,3,0,1
44,300,316,54,2,81,14,1,525.0,379.89,225.0,145.11,Online,0,0,2
45,984,857,63,6,18,8,5,2384.25,1320.35,420.75,1063.9,Cash,7,0,3
46,375,692,77,2,27,16,1,1253.05,985.57,65.95,267.48,UPI,8,0,1
47,631,1100,43,6,24,15,1,1211.25,715.93,63.75,495.32,Card,3,0,3
48,835,313,176,2,99,15,4,8189.0,5149.22,431.0,3039.78,Card,5,0,5
49,1090,1630,158,4,31,13,3,4077.0,2727.11,453.0,1349.89,Card,0,0,4
50,692,1494,83,4,87,10,3,3660.75,2155.04,1220.25,1505.71,Card,3,0,5
51,19,1444,173,9,100,16,3,4654.05,3679.4,244.95,974.65,Card,6,1,4
52,522,1400,210,6,73,6,1,1462.3,1085.59,626.7,376.71,Online,7,0,5
53,842,372,79,6,122,9,3,6301.35,3848.91,331.65,2452.44,UPI,9,0,5
54,757,1392,35,2,60,20,1,1810.7,1317.14,95.3,493.56,Cash,6,0,1
55,558,863,140,11,80,9,2,2445.3,1547.41,128.7,897.89,UPI,1,0,1
56,753,830,43,1,132,11,1,1020.0,674.4,255.0,345.6,UPI,1,1,5
57,864,616,76,8,100,17,2,2760.0,2072.99,920.0,687.01,Online,10,0,5
58,1026,138,165,11,126,4,5,10728.0,6597.1,1192.0,4130.9,Card,10,0,2
59,692,1052,238,1,95,7,1,1428.7,1057.47,612.3,371.23,Cash,2,0,4
60,998,625,259,5,122,2,1,1509.75,1091.64,503.25,418.11,Cash,0,1,4
61,280,941,120,2,107,3,1,1431.2,1090.01,357.8,341.19,UPI,1,0,5
62,357,1673,146,8,27,8,3,3990.75,2706.66,704.25,1284.09,Online,8,0,3
63,380,1469,40,6,30,16,5,12573.25,8874.98,661.75,3698.27,UPI,9,0,2
64,76,1745,42,4,12,4,2,268.2,171.92,29.8,96.28,Card,2,0,4
65,332,819,39,1,56,7,4,3760.4,2329.29,1611.6,1431.11,Cash,1,1,3
66,822,991,132,8,148,13,5,7641.0,5095.37,849.0,2545.63,Card,7,0,4
67,61,204,188,1,146,14,2,2818.2,1649.48,1207.8,1168.72,UPI,0,0,1
68,299,861,150,9,85,7,1,1909.6,1112.03,818.4,797.57,Online,1,0,4
69,967,1895,227,11,91,4,4,5335.2,4239.29,592.8,1095.91,Online,2,0,2
70,583,158,187,9,62,3,5,2720.0,2082.12,680.0,637.88,UPI,8,0,2
71,939,733,191,11,26,16,3,1841.1,1242.74,96.9,598.36,Cash,1,1,3
72,682,1747,191,3,133,15,1,613.7,467.45,32.3,146.25,Cash,7,0,2
73,751,1444,193,1,37,10,3,2495.25,1547.79,831.75,947.46,Cash,3,0,4
74,246,1232,66,8,74,1,3,7989.0,6163.7,0.0,1825.3,Cash,9,1,2
75,824,1506,4,6,7,6,2,4095.0,2457.02,1755.0,1637.98,UPI,8,0,2
76,199,1980,261,6,142,10,1,1555.5,1064.34,518.5,491.16,Card,8,0,2
77,788,1541,229,7,150,3,3,4394.4,2822.26,1098.6,1572.14,UPI,2,0,2
78,538,678,137,2,68,10,5,10458.75,5897.44,3486.25,4561.31,Card,9,1,5
79,472,1632,269,1,119,20,4,2971.6,1864.52,156.4,1107.08,Online,1,0,5
80,52,354,178,10,3,2,5,10518.75,7713.56,3506.25,2805.19,UPI,10,1,1
81,918,303,267,11,53,6,1,746.2,575.89,319.8,170.31,Online,4,0,4
82,76,1830,249,10,28,13,4,10087.2,6189.35,1120.8,3897.85,UPI,8,1,3
83,911,1723,46,10,29,8,4,10050.4,6420.16,1773.6,3630.24,Card,5,0,5
84,964,521,215,8,133,6,2,131.6,90.97,56.4,40.63,UPI,9,0,2
85,404,773,23,10,120,1,5,10625.0,6241.24,0.0,4383.76,Online,4,0,1
86,39,151,185,8,66,4,3,5062.5,3951.18,562.5,1111.32,Card,7,0,2
87,1052,782,108,4,46,12,2,4848.4,3506.27,855.6,1342.13,Cash,9,1,1
88,414,855,6,6,119,11,3,4245.6,3246.25,1061.4,999.35,Card,9,0,5
89,819,1576,92,11,136,4,4,5443.2,4096.95,604.8,1346.25,UPI,4,0,5
90,1005,1411,250,8,131,9,4,5939.4,4459.71,312.6,1479.69,Online,9,0,3
91,845,213,19,3,135,13,4,8827.2,4873.64,980.8,3953.56,Cash,10,0,1
92,488,452,42,10,51,19,1,141.55,109.06,7.45,32.49,Online,2,0,3
93,1003,825,20,5,59,3,3,7120.8,4268.66,1780.2,2852.14,Card,5,0,2
94,214,1304,57,10,124,9,1,91.2,70.96,4.8,20.24,Online,3,0,5
95,708,281,11,2,3,4,1,2447.1,1678.61,271.9,768.49,Cash,0,1,3
96,233,858,187,2,50,16,1,646.0,497.01,34.0,148.99,Cash,5,1,5
97,1095,128,100,1,122,14,4,4460.4,3491.07,1911.6,969.33,UPI,4,0,2
98,1092,160,68,11,38,1,5,10855.0,6606.44,0.0,4248.56,UPI,6,1,5
99,621,1775,213,1,54,4,2,4096.8,2313.68,455.2,1783.12,Cash,0,1,3
100,551,906,117,11,71,17,5,5876.25,4452.46,1958.75,1423.79,UPI,4,0,3
101,328,85,119,9,125,17,4,3765.0,2908.11,1255.0,856.89,Cash,3,1,5
102,488,242,159,3,27,7,2,742.0,425.64,318.0,316.36,Card,1,1,1
103,933,854,103,4,147,4,5,3892.5,2925.97,432.5,966.53,Online,0,0,4
104,845,1945,238,5,22,4,5,9184.5,6531.2,1020.5,2653.3,Online,5,0,4
105,1003,55,46,3,150,7,5,10346.0,6714.86,4434.0,3631.14,UPI,1,1,1
106,463,871,231,4,67,19,4,3439.0,2257.02,181.0,1181.98,UPI,9,1,1
107,306,1398,231,8,148,10,4,2715.0,1624.44,905.0,1090.56,UPI,10,0,1
108,689,241,116,4,53,18,2,3649.9,2067.21,192.1,1582.69,UPI,4,0,5
109,508,703,247,5,29,16,3,4788.0,3762.33,252.0,1025.67,UPI,3,0,5
110,1065,992,59,3,134,17,3,324.0,213.37,108.0,110.63,UPI,9,0,1
111,14,1581,235,2,89,5,4,7488.0,4186.61,832.0,3301.39,Cash,10,0,3
112,6,212,170,3,68,17,3,1368.0,1073.09,456.0,294.91,Cash,4,1,5
113,646,1123,183,2,11,3,4,8464.0,4800.76,2116.0,3663.24,Cash,5,0,4
114,89,1217,104,9,70,20,3,749.55,416.67,39.45,332.88,Cash,1,0,5
115,835,1127,11,2,61,10,1,2039.25,1552.01,679.75,487.24,Online,7,0,5
116,276,498,69,5,95,17,4,5079.0,3284.42,1693.0,1794.58,Online,1,1,2
117,318,1626,203,5,56,12,5,6358.0,3709.97,1122.0,2648.03,UPI,7,0,1
118,415,1036,167,6,108,15,3,2043.45,1279.33,107.55,764.12,Card,5,1,5
119,730,1674,120,2,99,16,5,8497.75,5981.5,447.25,2516.25,Card,9,1,1
120,737,606,32,8,97,3,4,8953.6,6390.55,2238.4,2563.05,Cash,2,0,3
121,563,763,235,11,36,13,4,7488.0,5407.53,832.0,2080.47,UPI,2,0,5
122,133,137,18,6,53,20,4,3507.4,2520.38,184.6,987.02,Card,3,0,3
123,1068,686,50,7,11,14,1,1016.4,754.58,435.6,261.82,Online,1,1,2
124,410,1743,23,4,55,17,3,4781.25,2871.42,1593.75,1909.83,UPI,5,0,3
125,1024,171,196,2,36,19,2,2224.9,1432.8,117.1,792.1,Card,8,0,4
126,80,1595,111,11,49,17,4,4566.0,2923.03,1522.0,1642.97,Card,6,0,1
127,12,1863,240,9,49,2,3,5697.0,4081.34,1899.0,1615.66,Online,10,0,3
128,214,1716,179,8,145,7,2,3197.6,1816.36,1370.4,1381.24,UPI,3,0,4
129,356,86,172,2,107,9,4,9063.0,6845.61,477.0,2217.39,Cash,5,1,2
130,1086,537,49,8,147,10,2,4365.0,2410.59,1455.0,1954.41,Online,0,0,5
131,1081,1727,175,9,17,6,1,37.8,21.37,16.2,16.43,Cash,6,0,4
132,882,1316,125,3,33,8,4,2692.8,1956.75,475.2,736.05,Cash,9,0,2
133,375,1103,81,1,106,4,3,5116.5,3896.52,568.5,1219.98,Online,3,0,3
134,335,526,263,2,103,20,4,11263.2,7504.1,592.8,3759.1,Card,8,0,1
135,472,1351,20,6,91,8,4,10087.8,7584.4,1780.2,2503.4,UPI,9,0,5
136,166,1019,184,2,18,11,3,115.2,92.05,28.8,23.15,Online,9,0,5
137,588,521,57,5,11,13,2,172.8,129.29,19.2,43.51,Online,1,1,2
138,18,803,167,10,117,13,5,3226.5,2341.51,358.5,884.99,Card,10,0,3
139,1085,55,167,9,25,6,5,2509.5,1616.77,1075.5,892.73,Card,1,0,1
140,393,59,95,3,43,10,1,191.25,134.09,63.75,57.16,Online,2,0,3
141,373,786,70,3,33,3,4,5446.4,3109.8,1361.6,2336.6,Online,5,1,1
142,1088,1262,175,8,21,1,1,54.0,38.68,0.0,15.32,Card,8,1,2
143,754,330,263,4,52,2,5,11115.0,8762.16,3705.0,2352.84,Card,8,1,1
144,851,1679,227,11,47,19,2,2815.8,2232.5,148.2,583.3,UPI,5,0,4
145,809,1391,29,7,41,12,4,5776.6,3794.27,1019.4,1982.33,UPI,7,1,2
146,158,1282,195,6,106,3,5,688.0,493.52,172.0,194.48,Online,10,0,3
147,275,528,14,2,115,8,2,4573.0,3297.56,807.0,1275.44,Online,4,1,4
148,290,1526,57,10,66,15,4,364.8,274.24,19.2,90.56,Cash,6,1,5
149,694,309,82,3,37,5,2,3452.4,2722.88,383.6,729.52,Online,7,1,4
150,10,631,156,2,76,16,3,8310.6,4856.15,437.4,3454.45,Card,0,0,1
151,421,645,230,6,111,15,1,1049.75,711.46,55.25,338.29,Card,3,0,1
152,795,314,68,3,37,3,2,3473.6,1971.64,868.4,1501.96,Cash,4,0,5
153,640,1884,243,5,72,15,3,7569.6,5430.53,398.4,2139.07,UPI,9,0,1
154,1060,773,101,2,132,16,5,11960.5,7407.68,629.5,4552.82,Card,1,0,5
155,597,913,153,11,74,19,5,1068.75,854.32,56.25,214.43,Cash,9,0,4
156,100,1758,204,2,37,1,3,8892.0,6716.88,0.0,2175.12,Online,1,1,5
157,110,1835,237,3,68,16,3,3277.5,2178.1,172.5,1099.4,Card,5,0,3
158,845,16,219,1,23,7,1,86.8,53.5,37.2,33.3,Card,0,1,5
159,341,1278,33,8,58,5,4,3182.4,2317.16,353.6,865.24,Online,10,0,4
160,776,1959,48,3,13,16,2,2359.8,1377.35,124.2,982.45,Online,5,0,1
161,621,433,146,2,38,16,3,4460.25,3095.6,234.75,1364.65,Cash,4,0,2
162,404,394,211,1,71,11,3,7094.4,4099.27,1773.6,2995.13,UPI,4,0,4
163,193,50,158,9,69,9,1,1434.5,951.8,75.5,482.7,Card,5,0,3
164,769,1611,58,3,88,13,1,2225.7,1350.21,247.3,875.49,Online,4,1,3
165,461,1265,93,4,134,3,1,82.4,64.33,20.6,18.07,Card,3,0,3
166,757,528,60,4,70,12,5,7144.25,5496.08,1260.75,1648.17,Online,5,1,4
167,807,1824,245,9,47,20,2,4174.3,2750.01,219.7,1424.29,UPI,3,0,5
168,479,642,5,8,31,5,5,13140.0,7686.08,1460.0,5453.92,Online,9,0,2
169,639,1655,118,4,25,2,5,1110.0,620.72,370.0,489.28,Online,2,0,5
170,622,1271,131,7,72,14,1,1479.1,836.39,633.9,642.71,Online,4,0,4
171,126,1473,193,4,102,17,1,831.75,587.48,277.25,244.27,Cash,3,1,5
172,668,1722,157,1,90,16,1,172.9,118.66,9.1,54.24,UPI,3,1,5
173,1020,1127,46,7,128,8,1,2512.6,1530.72,443.4,981.88,Card,7,0,5
174,861,324,124,5,61,16,2,2943.1,2312.15,154.9,630.95,Cash,7,1,4
175,647,856,3,6,68,20,3,1385.1,1083.29,72.9,301.81,UPI,10,0,4
176,358,1152,198,8,64,10,2,349.5,239.08,116.5,110.42,Card,10,1,4
177,546,656,264,4,16,18,1,1362.3,867.79,71.7,494.51,UPI,6,1,1
178,195,1735,168,11,99,3,5,7372.0,5859.74,1843.0,1512.26,UPI,7,1,3
179,93,679,268,1,149,2,5,4050.0,2743.62,1350.0,1306.38,Online,10,0,5
180,8,1716,9,5,103,20,4,6748.8,5149.59,355.2,1599.21,UPI,3,0,2
181,364,466,227,9,144,3,4,4742.4,3574.55,1185.6,1167.85,Card,2,0,4
182,883,474,193,7,58,12,2,1885.3,1262.51,332.7,622.79,UPI,10,0,5
183,290,1218,128,1,113,5,2,1801.8,1046.4,200.2,755.4,Online,3,0,2
184,236,17,120,6,140,13,5,8050.5,6141.75,894.5,1908.75,Online,7,0,4
185,784,777,270,10,135,6,1,807.8,528.22,346.2,279.58,UPI,0,0,4
186,875,623,55,9,123,4,3,175.5,122.3,19.5,53.2,Cash,9,0,3
187,979,780,175,10,137,20,3,153.9,113.26,8.1,40.64,Cash,2,0,1
188,1087,1457,57,8,144,19,3,273.6,162.91,14.4,110.69,Card,0,1,2
189,1003,1664,32,7,58,12,1,2378.3,1819.8,419.7,558.5,Online,7,1,1
190,802,496,213,5,1,5,1,2048.4,1461.52,227.6,586.88,Online,7,0,2
191,309,1216,30,5,56,9,2,3374.4,2250.92,177.6,1123.48,Card,5,0,4
192,292,9,190,3,1,20,3,4183.8,3165.19,220.2,1018.61,Cash,2,1,2
193,440,699,60,5,71,6,2,2353.4,1714.48,1008.6,638.92,Online,6,0,4
194,363,276,228,9,138,4,4,5061.6,3780.73,562.4,1280.87,Online,7,0,1
195,110,473,35,10,74,19,5,9053.5,6949.5,476.5,2104.0,UPI,4,0,2
196,667,1348,47,7,38,2,5,4691.25,3621.99,1563.75,1069.26,Cash,0,1,1
197,731,515,154,4,48,10,1,412.5,322.22,137.5,90.28,Card,7,0,4
198,741,1081,93,9,50,15,5,489.25,308.1,25.75,181.15,UPI,5,0,5
199,483,1091,254,1,44,15,1,290.7,199.91,15.3,90.79,Card,5,0,4
200,310,1511,129,8,63,14,4,842.8,515.09,361.2,327.71,UPI,9,0,2
201,472,966,57,4,43,17,5,360.0,284.12,120.0,75.88,Cash,7,0,3
202,703,1481,26,6,28,10,4,4614.0,3094.62,1538.0,1519.38,Card,10,1,2
203,114,644,143,10,65,15,3,4859.25,3658.13,255.75,1201.12,Cash,7,0,3
204,966,1301,166,8,150,11,1,1776.8,1382.4,444.2,394.4,Cash,9,0,2
205,808,1966,178,3,65,3,5,11220.0,6461.88,2805.0,4758.12,UPI,6,0,4
206,977,1969,262,11,132,13,2,842.4,486.64,93.6,355.76,UPI,2,0,1
207,419,738,76,8,53,4,4,6624.0,4386.84,736.0,2237.16,Card,4,0,4
208,812,1193,173,8,146,14,5,5715.5,3343.95,2449.5,2371.55,Card,7,0,1
209,7,1755,172,4,147,20,2,4531.5,2634.44,238.5,1897.06,Online,8,0,5
210,113,1001,60,8,132,6,5,5883.5,4142.62,2521.5,1740.88,Online,5,0,1
211,356,1514,172,3,142,16,5,11328.75,6257.43,596.25,5071.32,Online,1,0,4
212,935,1885,179,3,109,4,1,2055.6,1489.09,228.4,566.51,Cash,1,0,5
213,628,644,259,6,149,17,5,7548.75,4222.47,2516.25,3326.28,Card,1,0,1
214,929,1929,36,3,108,8,4,1727.2,1148.74,304.8,578.46,Card,6,0,5
215,92,1274,171,6,45,3,1,1341.6,822.35,335.4,519.25,Card,8,0,1
216,697,1574,97,2,112,5,2,3636.0,2427.54,404.0,1208.46,UPI,2,0,3
217,781,597,216,7,109,18,2,3756.3,2406.7,197.7,1349.6,Online,7,0,1
218,645,839,80,2,115,5,1,328.5,235.9,36.5,92.6,Cash,4,1,5
219,239,318,137,3,79,9,1,2649.55,1779.6,139.45,869.95,Online,8,0,5
220,870,1434,55,4,95,17,5,243.75,182.83,81.25,60.92,Cash,3,0,5
221,827,1764,184,8,137,1,2,96.0,76.31,0.0,19.69,Online,9,0,3
222,496,213,249,3,137,13,1,2521.8,1445.65,280.2,1076.15,Online,10,1,5
223,271,776,169,4,146,18,4,6228.2,4284.29,327.8,1943.91,Card,8,1,4
224,436,1970,108,11,95,8,5,12121.0,6670.93,2139.0,5450.07,Card,4,1,4
225,667,387,3,10,95,14,2,680.4,464.62,291.6,215.78,Card,7,0,2
226,379,1053,146,5,28,11,1,1252.0,783.59,313.0,468.41,Cash,8,0,1
227,1074,744,4,11,119,19,3,8336.25,5494.75,438.75,2841.5,Online,5,1,3
228,1077,1304,172,6,24,13,5,10732.5,6336.53,1192.5,4395.97,Cash,8,0,1
229,46,1373,188,11,64,11,2,3220.8,2397.2,805.2,823.6,UPI,9,0,1
230,99,691,64,2,80,19,3,470.25,311.0,24.75,159.25,Online,2,1,4
231,321,328,107,11,143,13,5,7434.0,4223.01,826.0,3210.99,Online,3,0,4
232,183,814,130,5,83,17,5,2422.5,1441.55,807.5,980.95,Card,4,0,3
233,33,1179,253,2,56,1,4,1668.0,968.84,0.0,699.16,Cash,7,0,3
234,491,194,5,1,50,7,2,4088.0,3260.05,1752.0,827.95,UPI,3,0,4
235,567,423,264,5,93,14,3,3011.4,2007.84,1290.6,1003.56,Online,6,0,3
236,323,1456,169,9,67,17,1,1229.25,721.22,409.75,508.03,UPI,5,0,3
237,262,1753,12,9,139,17,5,2658.75,1682.07,886.25,976.68,Card,0,0,1
238,647,1262,80,8,41,7,4,1022.0,694.56,438.0,327.44,Cash,6,0,5
239,563,311,13,8,94,14,5,3258.5,2446.6,1396.5,811.9,Cash,10,0,5
240,909,1090,15,11,65,10,5,5876.25,4003.36,1958.75,1872.89,UPI,1,0,4
241,855,1089,141,4,76,19,1,2232.5,1658.63,117.5,573.87,UPI,9,0,3
242,471,1883,244,4,78,11,3,2544.0,1523.84,636.0,1020.16,Online,1,0,3
243,427,1017,55,11,150,10,2,97.5,59.67,32.5,37.83,Card,2,0,2
244,299,1574,176,10,121,7,5,7542.5,5926.38,3232.5,1616.12,UPI,1,0,4
245,256,1763,24,6,126,10,5,1612.5,1048.89,537.5,563.61,Online,0,0,3
246,1034,439,255,10,9,12,5,10497.5,5997.39,1852.5,4500.11,UPI,4,1,5
247,939,1764,100,6,57,18,3,4540.05,3254.96,238.95,1285.09,Online,3,0,4
248,757,1252,119,6,132,3,2,2008.0,1126.37,502.0,881.63,Card,3,0,1
249,989,1214,248,6,62,18,4,8371.4,5071.14,440.6,3300.26,Cash,7,0,5
250,151,1979,231,2,141,9,5,4298.75,3272.43,226.25,1026.32,Cash,5,0,1
251,657,857,30,11,52,17,5,6660.0,3912.83,2220.0,2747.17,Cash,3,0,2
252,851,1555,141,8,126,5,2,4230.0,3218.57,470.0,1011.43,Card,6,0,5
253,815,250,63,1,49,2,4,1683.0,1043.62,561.0,639.38,Online,6,1,2
254,468,1949,206,5,18,11,1,2364.8,1395.07,591.2,969.73,Cash,5,0,4
255,938,1614,129,7,117,8,4,1023.4,621.57,180.6,401.83,Card,1,0,4
256,763,556,44,10,89,16,3,3348.75,1862.39,176.25,1486.36,Card,8,0,5
257,80,1061,210,2,57,6,1,1462.3,874.71,626.7,587.59,UPI,4,0,4
258,492,130,124,7,119,10,1,1161.75,719.56,387.25,442.19,Online,2,0,4
259,824,357,118,2,104,17,4,888.0,540.43,296.0,347.57,Online,3,0,5
260,969,1330,197,1,117,15,5,10801.5,6463.22,568.5,4338.28,Cash,2,0,2
261,34,1100,203,8,146,5,5,6732.0,4100.1,748.0,2631.9,Card,9,0,2
262,331,1962,232,10,66,11,2,1875.2,1188.93,468.8,686.27,UPI,4,0,3
263,604,196,113,11,114,10,4,2256.0,1652.81,752.0,603.19,Online,4,1,2
264,448,1693,100,3,56,13,5,7168.5,5224.62,796.5,1943.88,Cash,8,0,1
265,502,50,213,1,114,5,3,6145.2,3993.63,682.8,2151.57,UPI,10,0,1
266,923,1751,38,2,79,12,5,8589.25,5961.88,1515.75,2627.37,Card,5,0,1
267,948,1916,85,11,71,6,5,8057.0,6027.44,3453.0,2029.56,Card,4,1,2
268,259,832,102,10,138,5,3,1017.9,682.33,113.1,335.57,Card,5,0,3
269,590,521,44,10,78,2,1,881.25,485.48,293.75,395.77,Cash,4,0,3
270,477,174,94,2,150,9,3,7284.6,5790.35,383.4,1494.25,Online,4,0,3
271,241,1408,148,8,28,12,5,5236.0,3757.34,924.0,1478.66,Cash,6,0,4
272,541,99,186,11,92,8,3,1178.1,774.91,207.9,403.19,Online,6,0,5
273,432,1661,129,9,122,13,1,270.9,202.9,30.1,68.0,Card,7,0,1
274,927,10,180,9,65,10,1,145.5,112.54,48.5,32.96,Card,9,0,3
275,1020,813,24,5,97,16,3,1225.5,702.31,64.5,523.19,Card,10,0,2
276,498,1250,94,5,83,12,1,2172.6,1262.41,383.4,910.19,Cash,10,0,2
277,891,530,130,4,112,7,3,1356.6,1030.08,581.4,326.52,Online,0,0,4
278,1003,489,195,4,68,2,2,258.0,189.77,86.0,68.23,Online,5,0,2
279,34,889,67,3,14,5,2,5371.2,3523.72,596.8,1847.48,UPI,0,0,2
280,972,989,211,2,101,10,1,2217.0,1748.74,739.0,468.26,Card,7,0,1
281,474,923,93,7,122,20,5,489.25,277.5,25.75,211.75,UPI,10,0,5
282,382,876,260,1,134,16,3,3420.0,2160.51,180.0,1259.49,Online,9,1,4
283,231,758,76,6,70,15,3,5244.0,3783.44,276.0,1460.56,Card,5,0,2
284,530,941,147,7,48,14,4,1386.0,930.26,594.0,455.74,UPI,5,1,1
285,241,1812,239,6,98,10,5,8332.5,4931.59,2777.5,3400.91,Card,6,0,3
286,452,676,61,9,98,20,5,13119.5,7511.18,690.5,5608.32,UPI,6,0,1
287,133,396,183,7,28,1,3,7935.0,5105.17,0.0,2829.83,Online,7,1,2
288,870,155,39,5,17,15,4,5103.4,2933.59,268.6,2169.81,UPI,9,0,5
289,632,1278,64,8,66,6,4,462.0,324.63,198.0,137.37,Online,10,0,1
290,774,557,10,5,116,7,5,8025.5,4690.0,3439.5,3335.5,Online,2,0,1
291,887,363,209,10,55,13,2,153.0,97.34,17.0,55.66,UPI,1,0,5
292,649,670,236,1,141,19,1,1169.45,772.31,61.55,397.14,Cash,1,0,1
293,813,1404,183,8,102,20,3,7538.25,4544.33,396.75,2993.92,UPI,7,0,2
294,822,1096,218,2,11,5,2,2683.8,1858.52,298.2,825.28,UPI,0,0,1
295,278,555,197,10,90,6,5,7959.0,4595.91,3411.0,3363.09,Cash,8,0,4
296,467,939,235,2,117,16,2,3952.0,2776.93,208.0,1175.07,UPI,7,1,4
297,1060,1761,76,7,17,9,5,8740.0,6129.91,460.0,2610.09,Cash,3,0,1
298,642,1222,163,3,87,18,5,14069.5,10672.48,740.5,3397.02,Online,3,0,3
299,14,1443,257,11,125,15,1,2640.05,1488.67,138.95,1151.38,Cash,8,0,1
300,680,1148,75,5,96,15,1,2267.65,1461.54,119.35,806.11,Cash,10,0,1
301,297,1137,98,4,24,13,4,8755.2,4884.85,972.8,3870.35,Card,10,1,3
302,323,969,187,6,130,11,3,1632.0,1161.16,408.0,470.84,UPI,2,0,4
303,148,1615,104,8,110,13,2,473.4,285.21,52.6,188.19,Card,3,1,1
304,447,379,50,4,144,14,2,2032.8,1432.3,871.2,600.5,Card,3,0,5
305,601,4,182,11,107,14,4,7392.0,4183.97,3168.0,3208.03,UPI,5,0,3
306,1041,133,181,11,79,7,1,1444.8,861.41,619.2,583.39,Online,9,0,1
307,148,1522,7,4,121,11,3,170.4,121.67,42.6,48.73,Cash,4,1,4
308,977,318,178,10,31,20,1,2664.75,1822.51,140.25,842.24,UPI,6,0,4
309,808,1242,170,3,111,10,3,1368.0,1080.08,456.0,287.92,Online,9,0,5
310,924,1285,37,7,74,19,2,2278.1,1775.55,119.9,502.55,Card,0,0,3
311,502,1134,183,9,28,8,1,2248.25,1718.66,396.75,529.59,Cash,10,1,1
312,675,1958,167,1,109,2,3,1613.25,948.01,537.75,665.24,UPI,1,0,1
