product_id,product_name,category,subcategory,brand,launch_date,unit_price,supplier
42,Sony Phone 42,Phone,Android,Apple,2022-12-02,149,Supplier_1
43,Samsung Phone 43,Phone,Android,Asus,2023-03-28,1275,Supplier_13
44,Dell Phone 44,Phone,Android,Asus,2023-09-23,1175,Supplier_20
45,Sony Phone 45,Phone,iPhone,Sony,2022-08-15,1678,Supplier_1
46,Lenovo Phone 46,Phone,Android,Bose,2022-10-17,2956,Supplier_18
47,Dell Phone 47,Phone,Android,LG,2024-03-14,1251,Supplier_1
48,HP Phone 48,Phone,Android,Samsung,2023-07-27,1242,Supplier_4
49,Asus Phone 49,Phone,iPhone,Sony,2022-05-09,2910,Supplier_10
50,Asus Phone 50,Phone,iPhone,Samsung,2022-12-17,1452,Supplier_12
51,Bose Phone 51,Phone,iPhone,Asus,2023-08-16,877,Supplier_19
52,Bose Phone 52,Phone,Android,Lenovo,2022-08-31,118,Supplier_20
53,Dell Phone 53,Phone,Android,Samsung,2023-10-19,2933,Supplier_13
54,Sony Phone 54,Phone,Android,Dell,2022-07-03,750,Supplier_4
55,Apple Phone 55,Phone,iPhone,Sony,2022-09-12,65,Supplier_5
56,Dell Phone 56,Phone,Android,HP,2023-03-28,520,Supplier_4
57,Sony Phone 57,Phone,iPhone,LG,2023-03-06,96,Supplier_5
58,Lenovo Phone 58,Phone,Android,Lenovo,2023-03-31,2473,Supplier_13
59,Dell Phone 59,Phone,Android,Lenovo,2023-01-01,144,Supplier_14
60,Samsung Phone 60,Phone,iPhone,LG,2024-04-21,1681,Supplier_8
61,Bose Tablet 61,Tablet,iPad,LG,2022-07-11,2762,Supplier_9
62,HP Tablet 62,Tablet,Android,Samsung,2023-07-14,1504,Supplier_4
63,Apple Tablet 63,Tablet,iPad,Asus,2022-03-10,561,Supplier_3
64,HP Tablet 64,Tablet,iPad,Apple,2023-06-27,165,Supplier_9
65,LG Tablet 65,Tablet,Android,Sony,2023-12-17,1463,Supplier_2
66,Bose Tablet 66,Tablet,Android,Apple,2022-06-27,2663,Supplier_19
67,Sony Tablet 67,Tablet,iPad,Samsung,2022-08-01,2984,Supplier_19
68,HP Tablet 68,Tablet,iPad,LG,2022-05-22,2171,Supplier_1
69,Dell Tablet 69,Tablet,Android,Dell,2023-07-18,1693,Supplier_19
70,Asus Tablet 70,Tablet,Android,Asus,2022-01-22,1702,Supplier_1
71,Samsung Tablet 71,Tablet,iPad,Asus,2024-01-30,2152,Supplier_9
72,Bose Tablet 72,Tablet,iPad,Apple,2023-10-04,2975,Supplier_5
73,Apple Tablet 73,Tablet,Android,LG,2022-06-13,2494,Supplier_4
74,Canon Tablet 74,Tablet,Android,Sony,2023-05-27,2388,Supplier_2
75,Samsung Tablet 75,Tablet,iPad,Dell,2024-05-08,2387,Supplier_5
76,Bose Tablet 76,Tablet,Android,Samsung,2023-02-13,1840,Supplier_1
77,Sony Tablet 77,Tablet,iPad,LG,2022-03-30,1319,Supplier_14
78,LG Tablet 78,Tablet,Android,Samsung,2023-10-09,1171,Supplier_12
79,Canon Tablet 79,Tablet,Android,Asus,2024-04-30,2211,Supplier_7
80,Samsung Tablet 80,Tablet,iPad,Dell,2023-02-23,365,Supplier_17
81,LG Tablet 81,Tablet,iPad,LG,2023-12-26,1895,Supplier_12
82,Sony Tablet 82,Tablet,Android,Canon,2022-01-07,1918,Supplier_19
83,Asus Tablet 83,Tablet,Android,Asus,2023-08-16,1627,Supplier_9
84,LG Tablet 84,Tablet,iPad,Canon,2023-05-25,2207,Supplier_10
85,HP Tablet 85,Tablet,Android,Asus,2022-08-30,2302,Supplier_5
86,Lenovo Tablet 86,Tablet,Android,Sony,2023-01-04,223,Supplier_4
87,Asus Tablet 87,Tablet,Android,Lenovo,2022-09-28,2659,Supplier_10
88,Asus Tablet 88,Tablet,iPad,Asus,2024-05-25,2664,Supplier_19
89,Lenovo Tablet 89,Tablet,Android,Lenovo,2023-02-12,830,Supplier_11
90,Canon Tablet 90,Tablet,Android,Samsung,2022-06-19,1151,Supplier_6
91,Sony TV 91,TV,OLED,LG,2023-07-14,2328,Supplier_3
92,LG TV 92,TV,OLED,Canon,2023-01-31,1512,Supplier_19
93,Dell TV 93,TV,OLED,Canon,2023-11-03,103,Supplier_9
94,Samsung TV 94,TV,LED,Lenovo,2023-09-20,2556,Supplier_7
95,Sony TV 95,TV,LED,Bose,2022-06-07,255,Supplier_5
96,Lenovo TV 96,TV,LED,LG,2023-04-04,1547,Supplier_20
97,Canon TV 97,TV,OLED,Apple,2023-02-23,2020,Supplier_6
98,Samsung TV 98,TV,LED,Sony,2024-05-13,2432,Supplier_18
99,Canon TV 99,TV,LED,Lenovo,2023-01-14,996,Supplier_10
100,Canon TV 100,TV,LED,HP,2023-04-05,1593,Supplier_1
101,Apple TV 101,TV,LED,Bose,2022-03-06,2518,Supplier_18
102,Dell TV 102,TV,OLED,Dell,2023-02-18,377,Supplier_16
103,Bose TV 103,TV,LED,Apple,2022-09-21,865,Supplier_11
104,Apple TV 104,TV,LED,LG,2022-10-02,263,Supplier_10
105,Lenovo TV 105,TV,LED,Apple,2023-07-30,1166,Supplier_14
106,Lenovo TV 106,TV,LED,Samsung,2022-09-28,660,Supplier_12
107,Apple TV 107,TV,LED,HP,2023-12-20,1652,Supplier_8
108,Canon TV 108,TV,OLED,Lenovo,2023-07-21,2852,Supplier_20
109,LG TV 109,TV,LED,Samsung,2022-12-09,1041,Supplier_19
110,Canon TV 110,TV,OLED,Samsung,2023-04-26,576,Supplier_18
111,Sony TV 111,TV,OLED,Dell,2022-10-31,1522,Supplier_17
112,Apple TV 112,TV,LED,Canon,2023-03-04,2844,Supplier_1
113,LG TV 113,TV,OLED,LG,2022-01-24,752,Supplier_15
114,Asus TV 114,TV,OLED,Dell,2024-01-21,1615,Supplier_13
115,HP TV 115,TV,OLED,Bose,2022-07-05,2226,Supplier_18
116,Bose TV 116,TV,OLED,Dell,2023-07-30,1921,Supplier_8
117,Sony TV 117,TV,LED,HP,2023-11-22,1567,Supplier_2
118,HP TV 118,TV,OLED,Asus,2022-11-26,296,Supplier_17
119,Canon TV 119,TV,LED,Samsung,2023-06-08,1255,Supplier_17
120,Canon TV 120,TV,OLED,Asus,2023-06-05,1789,Supplier_19
121,Sony Audio 121,Audio,Speaker,Lenovo,2023-06-07,890,Supplier_2
122,Lenovo Audio 122,Audio,Headphones,LG,2023-11-10,1830,Supplier_2
123,LG Audio 123,Audio,Speaker,Sony,2023-08-02,2486,Supplier_19
124,Apple Audio 124,Audio,Headphones,HP,2024-05-29,1549,Supplier_13
125,Lenovo Audio 125,Audio,Headphones,HP,2023-08-20,792,Supplier_18
126,Lenovo Audio 126,Audio,Speaker,Sony,2022-01-03,2707,Supplier_3
127,Dell Audio 127,Audio,Headphones,Apple,2023-11-05,178,Supplier_11
128,Lenovo Audio 128,Audio,Headphones,LG,2023-03-26,1001,Supplier_19
129,Apple Audio 129,Audio,Speaker,Asus,2022-06-13,301,Supplier_9
130,Lenovo Audio 130,Audio,Speaker,Apple,2022-02-03,646,Supplier_20
131,Dell Audio 131,Audio,Headphones,Sony,2024-02-05,2113,Supplier_4
132,HP Audio 132,Audio,Headphones,Asus,2024-03-01,1698,Supplier_5
133,Lenovo Audio 133,Audio,Headphones,Bose,2022-11-07,965,Supplier_16
134,Asus Audio 134,Audio,Speaker,Sony,2023-07-03,1583,Supplier_10
135,Canon Audio 135,Audio,Speaker,Asus,2023-05-13,2144,Supplier_9
136,Bose Audio 136,Audio,Headphones,Canon,2023-07-30,2151,Supplier_18
137,Canon Audio 137,Audio,Speaker,Asus,2023-04-10,2789,Supplier_12
138,Sony Audio 138,Audio,Headphones,Canon,2023-10-11,1764,Supplier_5
139,Canon Audio 139,Audio,Headphones,HP,2023-08-01,1514,Supplier_7
140,Sony Audio 140,Audio,Headphones,Sony,2022-05-20,1287,Supplier_8
141,LG Audio 141,Audio,Headphones,Sony,2023-10-04,2350,Supplier_8
142,Sony Audio 142,Audio,Speaker,Bose,2024-01-22,238,Supplier_12
143,Asus Audio 143,Audio,Speaker,HP,2023-01-16,1705,Supplier_12
144,Bose Audio 144,Audio,Speaker,Lenovo,2022-03-06,2979,Supplier_11
145,Dell Audio 145,Audio,Speaker,Canon,2023-01-02,2603,Supplier_14
146,Samsung Audio 146,Audio,Speaker,HP,2022-12-27,1565,Supplier_7
147,Apple Audio 147,Audio,Speaker,LG,2022-11-24,495,Supplier_17
148,Sony Audio 148,Audio,Speaker,Dell,2023-03-06,1232,Supplier_4
149,Sony Audio 149,Audio,Headphones,Canon,2022-03-24,1854,Supplier_4
150,Asus Audio 150,Audio,Speaker,Canon,2022-09-10,2728,Supplier_16
151,Canon Camera 151,Camera,DSLR,Samsung,2022-08-02,132,Supplier_6
152,Samsung Camera 152,Camera,Mirrorless,Canon,2023-06-16,2019,Supplier_3
153,Lenovo Camera 153,Camera,Mirrorless,Bose,2023-04-05,225,Supplier_8
154,Canon Camera 154,Camera,Mirrorless,Asus,2024-01-18,550,Supplier_13
155,HP Camera 155,Camera,Mirrorless,Lenovo,2023-08-27,2845,Supplier_3
156,HP Camera 156,Camera,DSLR,Dell,2022-07-03,2916,Supplier_6
157,Canon Camera 157,Camera,DSLR,Dell,2023-09-26,182,Supplier_11
158,Apple Camera 158,Camera,DSLR,Apple,2023-12-18,1510,Supplier_7
159,Asus Camera 159,Camera,Mirrorless,Canon,2023-08-13,530,Supplier_11
160,Samsung Camera 160,Camera,DSLR,HP,2023-11-10,1880,Supplier_9
161,Dell Camera 161,Camera,DSLR,Bose,2024-05-18,2202,Supplier_16
162,Dell Camera 162,Camera,DSLR,Lenovo,2024-04-30,2403,Supplier_17
163,Apple Camera 163,Camera,DSLR,LG,2022-11-23,2962,Supplier_9
164,LG Camera 164,Camera,DSLR,Bose,2022-11-18,2507,Supplier_10
165,Asus Camera 165,Camera,DSLR,HP,2022-08-27,2384,Supplier_15
166,Canon Camera 166,Camera,Mirrorless,Lenovo,2023-07-24,2221,Supplier_18
167,Lenovo Camera 167,Camera,Mirrorless,Dell,2023-08-20,717,Supplier_14
168,Canon Camera 168,Camera,Mirrorless,LG,2023-06-01,1843,Supplier_16
169,Sony Camera 169,Camera,Mirrorless,Samsung,2022-03-26,1639,Supplier_5
170,LG Camera 170,Camera,DSLR,Dell,2024-03-31,608,Supplier_16
171,Bose Camera 171,Camera,Mirrorless,HP,2023-04-25,1677,Supplier_2
172,Canon Camera 172,Camera,DSLR,Lenovo,2023-10-27,2385,Supplier_11
173,HP Camera 173,Camera,Mirrorless,Bose,2023-05-09,1633,Supplier_15
174,Canon Camera 174,Camera,DSLR,Samsung,2023-09-04,1723,Supplier_14
175,Apple Camera 175,Camera,Mirrorless,HP,2023-12-09,54,Supplier_17
176,Canon Camera 176,Camera,DSLR,Samsung,2024-05-26,2155,Supplier_1
177,Lenovo Camera 177,Camera,Mirrorless,Canon,2022-07-15,2025,Supplier_4
178,Canon Camera 178,Camera,Mirrorless,Dell,2022-06-22,2805,Supplier_12
179,Samsung Camera 179,Camera,Mirrorless,Apple,2024-04-07,2284,Supplier_2
180,Canon Camera 180,Camera,DSLR,Lenovo,2024-02-12,194,Supplier_17
181,Bose Gaming 181,Gaming,Accessory,LG,2023-05-20,2064,Supplier_3
182,Sony Gaming 182,Gaming,Console,Apple,2023-06-11,2640,Supplier_10
183,Apple Gaming 183,Gaming,Console,Apple,2023-12-15,2645,Supplier_19
184,Sony Gaming 184,Gaming,Accessory,HP,2022-12-06,48,Supplier_14
185,Sony Gaming 185,Gaming,Accessory,HP,2023-05-21,1875,Supplier_17
186,LG Gaming 186,Gaming,Accessory,HP,2023-12-06,462,Supplier_14
187,HP Gaming 187,Gaming,Console,Asus,2022-12-08,680,Supplier_12
188,Sony Gaming 188,Gaming,Console,Lenovo,2022-09-30,2013,Supplier_13
189,Samsung Gaming 189,Gaming,Console,Lenovo,2023-06-06,1762,Supplier_8
190,Lenovo Gaming 190,Gaming,Console,Asus,2022-04-08,1468,Supplier_5
191,Bose Gaming 191,Gaming,Console,Sony,2023-02-05,646,Supplier_13
192,Samsung Gaming 192,Gaming,Accessory,LG,2024-01-03,775,Supplier_10
193,LG Gaming 193,Gaming,Accessory,Bose,2022-04-09,1109,Supplier_5
194,Asus Gaming 194,Gaming,Console,HP,2023-04-26,1942,Supplier_14
195,Lenovo Gaming 195,Gaming,Console,Dell,2022-09-06,172,Supplier_1
196,Dell Gaming 196,Gaming,Accessory,Apple,2023-02-20,1171,Supplier_20
197,Apple Gaming 197,Gaming,Console,Asus,2023-03-03,2274,Supplier_10
198,Samsung Gaming 198,Gaming,Console,Sony,2022-08-28,233,Supplier_4
199,Canon Gaming 199,Gaming,Console,Asus,2022-04-16,695,Supplier_17
200,Lenovo Gaming 200,Gaming,Accessory,Asus,2024-03-19,342,Supplier_10
201,Lenovo Gaming 201,Gaming,Console,Canon,2022-03-01,1259,Supplier_3
202,Asus Gaming 202,Gaming,Accessory,Samsung,2024-02-03,524,Supplier_4
203,Canon Gaming 203,Gaming,Accessory,Asus,2023-12-20,1496,Supplier_19
204,HP Gaming 204,Gaming,Console,Samsung,2023-06-06,2964,Supplier_18
205,HP Gaming 205,Gaming,Accessory,LG,2022-12-21,565,Supplier_9
206,Samsung Gaming 206,Gaming,Accessory,Apple,2022-06-01,2956,Supplier_11
207,Lenovo Gaming 207,Gaming,Accessory,Apple,2023-04-13,1612,Supplier_20
208,Canon Gaming 208,Gaming,Console,Samsung,2022-08-10,2422,Supplier_20
209,Samsung Gaming 209,Gaming,Console,Dell,2022-05-01,85,Supplier_6
210,Lenovo Gaming 210,Gaming,Accessory,Canon,2022-01-30,2089,Supplier_8
211,Samsung Wearables 211,Wearables,Band,Samsung,2022-06-27,2956,Supplier_15
212,Canon Wearables 212,Wearables,Band,Canon,2022-08-01,2606,Supplier_1
213,LG Wearables 213,Wearables,Band,Asus,2023-02-25,2276,Supplier_5
214,Bose Wearables 214,Wearables,Watch,Canon,2024-03-27,41,Supplier_1
215,Sony Wearables 215,Wearables,Band,Canon,2022-10-31,94,Supplier_9
216,Samsung Wearables 216,Wearables,Band,Lenovo,2024-04-27,1977,Supplier_16
217,Canon Wearables 217,Wearables,Band,Bose,2022-11-27,1899,Supplier_12
218,Asus Wearables 218,Wearables,Watch,Sony,2022-05-26,1491,Supplier_19
219,Samsung Wearables 219,Wearables,Watch,LG,2023-11-08,124,Supplier_18
220,Sony Wearables 220,Wearables,Band,LG,2022-09-29,2716,Supplier_9
221,Sony Wearables 221,Wearables,Band,HP,2023-04-23,920,Supplier_20
222,Lenovo Wearables 222,Wearables,Band,LG,2022-07-26,2154,Supplier_18
223,HP Wearables 223,Wearables,Band,Lenovo,2022-08-25,2710,Supplier_4
224,Apple Wearables 224,Wearables,Band,Samsung,2023-09-30,1174,Supplier_5
225,HP Wearables 225,Wearables,Watch,LG,2023-11-01,2844,Supplier_3
226,Samsung Wearables 226,Wearables,Band,Sony,2022-02-10,239,Supplier_18
227,Sony Wearables 227,Wearables,Band,Apple,2022-11-19,1482,Supplier_15
228,LG Wearables 228,Wearables,Watch,Samsung,2023-09-03,1406,Supplier_14
229,Lenovo Wearables 229,Wearables,Band,Sony,2022-01-08,1831,Supplier_15
230,Lenovo Wearables 230,Wearables,Watch,Canon,2023-08-16,1105,Supplier_13
231,Lenovo Wearables 231,Wearables,Band,Sony,2023-07-06,905,Supplier_2
232,Sony Wearables 232,Wearables,Watch,LG,2024-01-07,1172,Supplier_20
233,Lenovo Wearables 233,Wearables,Watch,Sony,2022-03-23,342,Supplier_17
234,Sony Wearables 234,Wearables,Band,Lenovo,2022-01-21,2992,Supplier_16
235,Apple Wearables 235,Wearables,Watch,Apple,2022-03-24,2080,Supplier_10
236,Dell Wearables 236,Wearables,Band,Canon,2022-09-07,1231,Supplier_4
237,LG Wearables 237,Wearables,Band,HP,2023-08-09,1150,Supplier_2
238,Apple Wearables 238,Wearables,Watch,LG,2023-06-15,2041,Supplier_7
239,Bose Wearables 239,Wearables,Watch,Asus,2022-06-24,2222,Supplier_15
240,Samsung Wearables 240,Wearables,Watch,Sony,2024-04-22,2532,Supplier_1
241,Asus Accessories 241,Accessories,Mouse,Apple,2022-06-08,667,Supplier_13
242,Bose Accessories 242,Accessories,Keyboard,Dell,2022-08-30,2076,Supplier_9
243,Dell Accessories 243,Accessories,Mouse,Canon,2023-01-27,2656,Supplier_12
244,Asus Accessories 244,Accessories,Mouse,Canon,2023-01-12,1060,Supplier_8
245,Asus Accessories 245,Accessories,Keyboard,HP,2023-03-27,2197,Supplier_14
246,HP Accessories 246,Accessories,Mouse,Bose,2023-10-03,1684,Supplier_14
247,HP Accessories 247,Accessories,Mouse,Canon,2024-05-25,1680,Supplier_8
248,HP Accessories 248,Accessories,Mouse,Bose,2024-03-13,2203,Supplier_19
249,Sony Accessories 249,Accessories,Mouse,Bose,2022-07-12,2802,Supplier_1
250,Canon Accessories 250,Accessories,Keyboard,Dell,2022-01-07,1563,Supplier_10
251,LG Accessories 251,Accessories,Mouse,Samsung,2022-12-31,745,Supplier_6
252,Canon Accessories 252,Accessories,Keyboard,HP,2023-12-18,153,Supplier_10
253,Bose Accessories 253,Accessories,Keyboard,Lenovo,2023-11-14,417,Supplier_20
254,Lenovo Accessories 254,Accessories,Mouse,Dell,2022-04-11,306,Supplier_5
255,Asus Accessories 255,Accessories,Keyboard,Apple,2023-06-29,2470,Supplier_19
256,Bose Accessories 256,Accessories,Keyboard,Lenovo,2022-06-08,568,Supplier_2
257,LG Accessories 257,Accessories,Keyboard,Canon,2022-04-14,2779,Supplier_19
258,LG Accessories 258,Accessories,Keyboard,LG,2023-11-24,1983,Supplier_9
259,Bose Accessories 259,Accessories,Keyboard,Bose,2022-07-01,2013,Supplier_1
260,Canon Accessories 260,Accessories,Mouse,Dell,2023-12-04,1200,Supplier_8
261,Dell Accessories 261,Accessories,Mouse,Sony,2022-04-07,2074,Supplier_9
262,Samsung Accessories 262,Accessories,Keyboard,Samsung,2022-12-08,468,Supplier_11
263,Canon Accessories 263,Accessories,Mouse,Samsung,2023-02-28,2964,Supplier_17
264,Apple Accessories 264,Accessories,Mouse,Canon,2022-12-26,1434,Supplier_9
265,LG Accessories 265,Accessories,Keyboard,Samsung,2022-09-05,2977,Supplier_9
266,Asus Accessories 266,Accessories,Keyboard,Asus,2023-12-21,2338,Supplier_7
267,Bose Accessories 267,Accessories,Keyboard,HP,2022-09-03,1066,Supplier_1
268,Samsung Accessories 268,Accessories,Mouse,LG,2022-05-10,1080,Supplier_3
269,Dell Accessories 269,Accessories,Mouse,Lenovo,2022-01-08,782,Supplier_1
270,Apple Accessories 270,Accessories,Mouse,Samsung,2022-08-29,1154,Supplier_17
